Symbol,Name,Sector,Industry,ISIN,IPO_Date,Market_Cap_Cr,EBITDA_Cr,Revenue_TTM_Cr,Gross_Profit_TTM_Cr,PE_Ratio,PEG_Ratio,Book_Value,EPS,Revenue_Per_Share,Dividend_Share,Dividend_Yield_%,Profit_Margin_%,Operating_Margin_%,ROE_%,ROA_%,BS_Years,BS_Quarters,IS_Years,CF_Years
KABRAEXTRU,Kabra Extrusion Technik Limited,Industrials,Specialty Industrial Machinery,INE900B01029,None,888.31,47.87,474.61,181.91,39.32,0.0,132.21,6.46,0.0,0.0,0.0,4.76,-10.71,7.04,2.97,21,53,21,21
KAJARIACER,Kajaria Ceramics Limited,Industrials,Building Products & Equipment,INE217B01036,None,19163.63,588.96,4642.02,1768.09,53.38,0.0,172.33,22.53,0.0,0.0,0.0,6.75,12.99,12.7,7.89,21,56,20,20
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Basic Materials,Building Materials,INE437B01014,None,114.59,-22.46,84.75,13.57,0.0,0.0,268.89,-19.29,0.0,0.0,0.0,-17.68,-20.35,-6.13,-4.95,20,53,20,20
KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED,Consumer Cyclical,Apparel Retail,INE438K01021,None,2646.13,223.96,1573.74,660.04,23.07,0.0,77.07,7.7,0.0,0.0,0.0,7.2,11.32,7.78,6.05,13,13,13,13
KALYANIFRG,Kalyani Forge Limited,Consumer Cyclical,Auto Parts,INE314G01014,None,240.74,26.98,244.04,126.78,25.71,0.0,246.53,25.74,0.0,0.0,0.0,3.84,6.7,9.69,5.02,20,53,20,20
KALYANKJIL,Kalyan Jewellers India Limited,Consumer Cyclical,Luxury Goods,INE303R01014,None,50460.85,1457.26,26785.73,3506.52,63.06,0.0,46.6,7.75,0.0,0.0,0.0,2.99,5.65,15.89,5.25,8,22,8,8
KAMATHOTEL,Kamat Hotels (I) Limited,Consumer Cyclical,Lodging,INE967C01018,None,962.56,108.94,371.38,242.4,19.56,0.0,92.61,16.66,0.0,0.0,0.0,13.24,14.16,19.25,8.79,20,46,20,20
KAMDHENU,Kamdhenu Limited,Basic Materials,Steel,INE390H01020,None,794.31,82.15,758.73,234.18,11.75,0.0,11.48,2.39,0.0,0.0,0.0,8.81,10.22,21.98,13.44,20,56,20,20
KAMOPAINTS,Kamdhenu Ventures Limited,Basic Materials,Steel,INE0BTI01037,None,271.29,16.36,261.89,114.33,8.38,0.0,5.28,1.03,0.0,0.0,0.0,2.27,3.88,4.1,2.71,6,15,6,6
KANANIIND,Kanani Industries Limited,Consumer Cyclical,Luxury Goods,INE879E01037,None,38.39,0.4,185.62,1.74,48.25,0.0,3.28,0.04,0.0,0.0,0.0,0.43,0.36,1.22,0.2,20,44,20,20
KANORICHEM,Kanoria Chemicals & Industries Limited,Basic Materials,Chemicals,INE138C01024,None,351.62,44.56,1606.36,492.59,0.0,0.0,119.11,-17.08,0.0,0.0,0.0,-4.66,-0.08,-19.34,-1.31,20,42,20,20
KANPRPLA,Kanpur Plastipack Limited,Consumer Cyclical,Packaging & Containers,INE694E01014,None,483.23,55.92,675.89,250.56,22.77,0.0,91.25,8.91,0.0,0.0,0.0,2.74,5.5,5.76,3.99,18,55,18,17
KANSAINER,Kansai Nerolac Paints Limited,Basic Materials,Specialty Chemicals,INE531A01024,None,19927.97,869.05,7851.94,2725.53,17.59,0.0,79.45,14.01,0.0,0.0,0.0,14.43,11.57,18.48,5.92,21,38,21,21
KAPSTON,Kapston Services Limited,Industrials,Specialty Business Services,INE542Z01028,None,504.22,35.07,726.62,45.15,24.46,0.0,43.76,10.16,0.0,0.0,0.0,2.84,4.62,22.23,6.74,13,33,13,13
KARMAENG,Karma Energy Limited,Utilities,Utilities - Renewable,INE725L01011,None,66.65,0.06,9.37,5.59,53.7,0.0,34.14,1.07,0.0,0.0,0.0,13.17,-19.14,3.98,-1.57,15,31,15,14
KARURVYSYA,Karur Vysya Bank Limited,Financial Services,Banks - Regional,INE036D01028,None,21122.5,0.0,5596.57,5596.57,10.54,0.0,123.47,20.73,0.0,2.17,1.0,35.82,48.8,17.68,1.73,21,55,21,21
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Industrials,Engineering & Construction,INE234I01028,None,40.98,-1.35,0.13,0.11,90.1,0.0,2241.01,12.64,0.0,0.0,0.0,4535.51,-2609.72,7.84,-1.13,20,39,20,20
KAYA,Kaya Limited,Consumer Defensive,Household & Personal Products,INE587G01015,None,663.7,-14.02,218.11,122.67,0.0,0.0,-106.47,-36.28,0.0,0.0,0.0,-15.18,-11.77,-4735.2,-4.79,20,51,20,20
KAYNES,Kaynes Technology India Limited,Industrials,Specialty Industrial Machinery,INE918Z01012,None,49039.2,447.05,2891.24,951.57,148.24,0.0,443.21,49.35,0.0,0.0,0.0,10.97,14.47,11.01,5.8,7,16,7,7
KCP,KCP Limited,Basic Materials,Building Materials,INE805C01028,None,2540.78,374.24,2514.42,1091.35,14.25,0.0,118.86,13.83,0.0,0.0,0.0,7.1,13.16,13.58,5.24,25,49,25,25
KCPSUGIND,KCP Sugar and Industries Corporation Limited,Consumer Defensive,Confectioners,INE790B01024,None,355.92,-4.27,281.16,72.98,0.0,0.0,39.72,-1.81,0.0,0.0,0.0,-7.32,-1.79,3.24,0.56,20,42,20,20
KDDL,KDDL Limited,Consumer Cyclical,Luxury Goods,INE291D01011,None,3269.47,299.95,1752.95,718.07,33.53,0.0,737.5,79.15,0.0,0.0,0.0,5.58,8.95,11.14,6.49,25,64,25,25
KEC,KEC International Limited,Industrials,Engineering & Construction,INE389H01022,None,22951.76,1539.91,22357.69,5316.97,37.37,0.0,200.88,23.07,0.0,0.0,0.0,2.72,6.06,12.09,3.99,20,55,20,20
KECL,Kirloskar Electric Company Limited,Industrials,Specialty Industrial Machinery,INE134B01017,None,789.73,21.51,542.59,158.59,360.33,0.0,17.29,0.33,0.0,0.0,0.0,0.41,5.12,3.8,1.85,20,70,20,20
KEEPLEARN,DSJ Keep Learning Limited,Consumer Defensive,Education & Training Services,INE055C01020,None,42.04,0.97,10.13,6.05,90.0,0.0,0.65,0.03,0.0,0.0,0.0,5.1,34.07,8.9,2.91,18,56,18,16
KEI,KEI Industries Limited,Industrials,Electrical Equipment & Parts,INE878B01027,None,40166.59,1015.16,10261.17,2311.2,52.96,0.0,605.5,79.33,0.0,0.0,0.0,7.23,9.19,15.59,9.68,21,45,21,21
KELLTONTEC,Kellton Tech Solutions Limited,Technology,Software - Application,INE164B01022,None,1258.29,132.59,1131.37,601.23,14.19,0.0,10.6,1.68,0.0,0.0,0.0,7.29,10.54,16.29,9.55,17,60,17,17
KERNEX,Kernex Microsystems (India) Limited,Technology,Software - Application,INE202H01019,None,1898.34,47.79,217.03,87.0,35.13,0.0,94.22,32.24,0.0,0.0,0.0,24.92,21.0,37.99,12.01,20,42,20,20
KESORAMIND,Kesoram Industries Limited,Basic Materials,Building Materials,None,None,187.64,0.0,0.0,0.0,0.03,0.0,0.0,178.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,53,21,21
KEYFINSERV,Keynote Financial Services Limited,Financial Services,Capital Markets,INE681C01015,None,165.88,0.0,33.93,33.51,8.63,0.0,248.54,34.52,0.0,0.0,0.0,56.64,75.46,11.09,9.99,20,39,20,20
KFINTECH,Kfin Technologies Limited,Technology,Software - Application,INE138Y01010,None,18215.74,539.91,1166.92,747.74,52.9,0.0,81.93,19.74,0.0,0.0,0.0,29.29,37.4,26.1,17.84,7,20,7,7
KHADIM,Khadim India Limited,Consumer Cyclical,Footwear & Accessories,INE834I01025,None,468.33,79.14,409.64,216.1,30.34,0.0,136.31,8.37,0.0,0.0,0.0,1.28,5.8,7.85,3.05,13,35,13,13
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,Basic Materials,Agricultural Inputs,INE745B01028,None,1195.39,22.97,720.17,208.48,30.28,0.0,22.95,4.07,0.0,0.0,0.0,0.19,6.03,0.63,1.4,20,53,20,20
KHAITANLTD,Khaitan (India) Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE731C01018,None,63.44,9.01,90.65,25.9,9.82,0.0,57.63,13.6,0.0,0.0,0.0,7.13,6.82,29.31,8.39,20,59,20,20
KHANDSE,Khandwala Securities Limited,Financial Services,Capital Markets,INE060B01014,None,34.11,0.0,13.75,13.61,0.0,0.0,18.99,-1.21,0.0,0.0,0.0,-13.56,-46.72,-2.73,-1.76,20,51,20,20
KICL,Kalyani Investment Company Limited,Financial Services,Asset Management,INE029L01018,None,2236.65,68.08,79.19,79.19,34.9,0.0,19964.16,146.81,0.0,0.0,0.0,81.06,51.71,0.84,0.48,16,50,16,15
KILITCH,Kilitch Drugs (India) Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE729D01010,None,638.95,33.26,208.01,96.5,21.01,0.0,125.88,17.28,0.0,0.0,0.0,13.65,5.61,13.26,6.41,20,44,20,20
KIMS,Krishna Institute of Medical Sciences Limited,Healthcare,Medical Care Facilities,INE967H01017,None,28989.43,793.8,3218.3,2018.1,75.31,0.0,53.34,9.4,0.0,0.0,0.0,11.7,15.97,18.39,7.9,13,24,13,13
KINGFA,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,INE473D01015,None,6016.8,223.64,1790.19,404.39,34.63,0.0,601.64,126.9,0.0,0.0,0.0,8.58,11.17,23.21,11.7,20,57,20,20
KIOCL,KIOCL Limited,Basic Materials,Steel,INE880L01014,None,34371.36,-190.95,534.09,0.32,0.0,0.0,28.16,-3.14,0.0,0.0,0.0,-35.88,-57.18,-11.27,-6.35,15,50,15,15
KIRIINDUS,Kiri Industries Limited,Basic Materials,Specialty Chemicals,INE415I01015,None,3532.01,-71.95,758.77,221.5,21.95,0.0,589.57,26.79,0.0,0.0,0.0,24.08,-13.75,8.74,-1.51,21,46,21,21
KIRLOSBROS,Kirloskar Brothers Limited,Industrials,Specialty Industrial Machinery,INE732A01036,None,15650.71,594.03,4440.34,2296.61,37.49,0.0,263.55,52.57,0.0,0.0,0.0,9.39,9.08,21.89,9.32,21,58,21,21
KIRLOSENG,Kirloskar Oil Engines Limited,Industrials,Specialty Industrial Machinery,INE146L01010,None,12801.95,1157.23,6481.06,2763.3,27.41,0.0,212.6,32.15,0.0,0.0,0.0,7.28,16.27,16.65,7.01,16,49,16,16
KIRLOSIND,Kirloskar Industries Limited,Industrials,Metal Fabrication,INE250A01039,None,4198.71,869.79,6783.1,2879.85,25.42,0.0,6043.16,157.33,0.0,0.0,0.0,2.42,9.63,4.13,3.36,21,45,21,21
KIRLPNU,KIRLOSKAR PNEUMATIC CO LTD,Industrials,Specialty Industrial Machinery,INE811A01020,None,7708.26,282.89,1646.57,764.05,36.84,0.0,168.92,32.19,0.0,0.0,0.0,12.81,9.16,20.78,10.82,20,47,20,20
KITEX,Kitex Garments Limited,Consumer Cyclical,Apparel Manufacturing,INE602G01020,None,3678.39,194.97,989.06,555.33,47.43,0.0,51.89,3.88,0.0,0.0,0.0,13.36,15.77,12.11,5.13,20,48,20,20
KKCL,Kewal Kiran Clothing Limited,Consumer Cyclical,Apparel Manufacturing,INE401H01017,None,3361.29,203.28,1085.27,446.42,22.29,0.0,133.25,24.45,0.0,0.0,0.0,14.37,13.26,18.22,8.61,25,72,25,24
KMEW,Knowledge Marine & Engineering Works Limited,Industrials,Marine Shipping,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4
KMSUGAR,K.M.Sugar Mills Limited,Consumer Defensive,Confectioners,INE157H01023,None,255.39,89.24,697.74,221.23,6.12,0.0,36.74,4.53,0.0,0.0,0.0,5.97,10.01,11.08,4.95,19,56,19,17
KNRCON,KNR Constructions Limited,Industrials,Engineering & Construction,INE634I01029,None,5491.18,1591.29,4380.89,2058.18,5.73,0.0,161.44,33.86,0.0,0.0,0.0,21.75,27.34,24.93,12.74,21,40,21,21
KOHINOOR,Kohinoor Foods Limited,Consumer Defensive,Packaged Foods,INE080B01012,None,120.7,0.65,78.82,47.11,0.33,0.0,-44.09,98.48,0.0,0.0,0.0,463.33,-10.2,0.0,-0.56,20,45,20,20
KOKUYOCMLN,Kokuyo Camlin Limited,Industrials,Business Equipment & Supplies,INE760A01029,None,1085.92,22.62,760.5,250.6,0.0,0.0,30.15,-0.04,0.0,0.0,0.0,-0.05,4.94,1.95,1.65,21,43,21,20
KOLTEPATIL,Kolte - Patil Developers Limited,Real Estate,Real Estate - Development,INE094I01018,None,3833.24,124.11,1458.99,365.14,39.33,0.0,109.22,10.98,0.0,0.0,0.0,5.71,-36.63,13.9,1.97,21,53,21,20
KOPRAN,Kopran Limited,Healthcare,Drug Manufacturers - General,INE082A01010,None,849.59,69.32,625.38,221.26,24.37,0.0,107.66,7.22,0.0,0.0,0.0,5.58,7.3,7.64,4.51,22,49,21,21
KOTAKBANK,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,INE237A01028,None,425148.78,0.0,75072.86,75072.86,21.99,0.0,792.11,96.35,0.0,2.5,0.12,25.51,33.91,13.32,2.69,21,56,21,21
KOTARISUG,Kothari Sugars And Chemicals Limited,Consumer Defensive,Confectioners,INE419A01022,None,256.54,12.3,287.09,78.0,21.05,0.0,34.9,1.47,0.0,0.0,0.0,4.25,-3.79,3.67,-0.32,18,35,18,18
KOTHARIPET,Kothari Petrochemicals Limited,Basic Materials,Specialty Chemicals,INE720A01015,None,842.92,86.0,593.15,157.7,13.17,0.0,52.03,10.88,0.0,0.0,0.0,10.8,12.93,23.82,13.3,18,48,18,18
KOTHARIPRO,Kothari Products Limited,Industrials,Conglomerates,INE823A01017,None,537.56,-132.18,958.63,19.63,0.0,0.0,184.01,-14.69,0.0,0.0,0.0,-8.6,0.07,-8.1,-5.93,20,42,20,20
KPEL,K.P. Energy Limited,Industrials,Engineering & Construction,None,None,3698.29,176.4,938.77,277.27,32.22,0.0,46.98,17.21,0.0,0.0,0.0,12.29,16.41,46.46,11.41,4,4,4,4
KPIGREEN,KPI Green Energy Limited,Utilities,Utilities - Renewable,INE542W01025,None,8690.64,630.8,1990.38,914.14,23.73,0.0,132.65,18.1,0.0,0.73,0.17,18.33,29.28,18.77,8.7,12,29,12,12
KPIL,Kalpataru Projects International Ltd.,Industrials,Engineering & Construction,INE220B01022,None,21496.85,1866.74,23900.35,6307.61,29.7,0.0,381.4,42.38,0.0,0.0,0.0,2.96,6.42,9.8,3.47,21,35,21,21
KPITTECH,KPIT Technologies Limited,Technology,Software - Infrastructure,INE04I401011,None,31612.57,1108.65,6016.48,2080.81,39.44,0.0,107.37,29.5,0.0,0.0,0.0,13.42,16.96,33.09,13.65,10,30,10,10
KPRMILL,K.P.R. Mill Limited,Consumer Cyclical,Textile Manufacturing,INE930H01031,None,35806.85,1260.49,6544.49,2382.84,42.4,0.0,146.34,24.08,0.0,0.0,0.0,12.6,14.55,17.42,11.15,19,61,19,19
KRBL,KRBL Limited,Consumer Defensive,Packaged Foods,INE001B01026,None,7850.92,752.23,5978.98,1500.46,14.53,0.0,229.04,23.61,0.0,0.0,0.0,9.03,10.77,9.43,6.1,26,80,26,26
KREBSBIO,Krebs Biochemicals and Industries Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE268B01013,None,152.35,-14.12,35.9,31.32,0.0,0.0,-67.74,-12.56,0.0,0.0,0.0,-75.46,-67.04,0.0,-7.56,20,55,20,20
KRIDHANINF,Kridhan Infra Limited,Basic Materials,Steel,INE524L01026,None,36.49,2.85,4.12,4.12,0.5,0.0,-29.89,7.77,0.0,0.0,0.0,1786.06,54.99,-21.86,3.07,19,53,19,19
KRISHANA,Krishana Phoschem Limited,Basic Materials,Agricultural Inputs,INE506W01012,None,3077.78,207.42,1473.02,503.33,30.5,0.0,62.03,16.32,0.0,0.0,0.0,6.84,14.64,25.29,10.16,14,32,14,14
KRITI,Kriti Industries (India) Limited,Industrials,Building Products & Equipment,INE479D01038,None,702.17,18.83,688.8,144.15,0.0,0.0,39.46,-2.4,0.0,0.0,0.0,-1.58,5.01,-2.42,1.87,20,40,20,19
KRITIKA,Kritika Wires Limited,Basic Materials,Steel,INE00Z501029,None,233.26,17.17,783.54,743.22,25.03,0.0,3.54,0.35,0.0,0.0,0.0,1.19,0.96,13.89,4.21,13,29,13,13
KRITINUT,Kriti Nutrients Limited,Consumer Defensive,Packaged Foods,INE798K01010,None,474.43,40.52,775.56,94.55,14.53,0.0,42.28,6.42,0.0,0.0,0.0,4.16,4.34,19.07,11.91,16,56,16,16
KRN,KRN Heat Exchanger and Refrigeration,Technology,Electronic Components,INE0Q3J01015,None,5202.82,83.29,451.69,114.73,97.22,0.0,80.16,8.61,0.0,0.0,0.0,11.77,16.47,0.0,0.0,4,3,4,4
KROSS,Kross Ltd,Consumer Cyclical,Auto Parts,INE0O6601022,None,1275.21,80.7,613.37,274.28,24.31,0.0,67.4,7.92,0.0,0.0,0.0,8.33,10.13,36.06,15.55,3,1,3,3
KRSNAA,Krsnaa Diagnostics Limited,Healthcare,Diagnostics & Research,INE08LI01020,None,2637.91,204.07,739.91,566.12,33.45,0.0,273.22,24.31,0.0,0.0,0.0,10.84,15.42,9.17,5.19,9,19,9,9
KRYSTAL,Krystal Integrated Services Ltd,Industrials,Specialty Business Services,INE0QN801017,None,868.14,82.51,1278.71,134.98,19.14,0.0,312.92,32.08,0.0,0.0,0.0,3.48,5.73,15.37,6.13,5,11,5,5
KSB,KSB Ltd,Industrials,Specialty Industrial Machinery,INE999A01023,None,13944.02,340.92,2604.99,1154.12,54.07,0.0,88.05,14.79,0.0,0.0,0.0,9.86,11.61,17.8,7.6,23,70,23,23
KSCL,Kaveri Seed Company Limited,Basic Materials,Agricultural Inputs,INE455I01029,None,5421.09,331.03,1260.28,651.55,17.12,0.0,295.99,61.9,0.0,0.0,0.0,25.23,37.81,20.61,6.67,21,47,21,21
KSHITIJPOL,Kshitij Polyline Limited,Industrials,Business Equipment & Supplies,INE013801027,None,26.7,-6.81,39.46,2.31,0.0,0.0,2.92,-890.05,0.0,0.0,0.0,-22.47,3.17,-30.5,-7.87,13,30,13,13
KSL,Kalyani Steels Limited,Basic Materials,Steel,INE907A01026,None,3437.46,380.82,1963.21,545.72,12.93,0.0,433.29,60.9,0.0,0.0,0.0,13.53,15.92,14.35,7.29,21,52,21,21
KSOLVES,Ksolves India Limited,Technology,Software - Application,INE0D6I01015,None,744.09,45.66,143.53,74.48,23.31,0.0,8.75,13.4,0.0,12.5,4.01,22.15,24.36,153.95,59.47,8,21,8,8
KTKBANK,The Karnataka Bank Limited,Financial Services,Banks - Regional,INE614B01018,None,6518.3,0.0,4254.61,4254.61,5.59,0.0,319.56,30.78,0.0,0.0,0.0,27.38,35.54,11.1,1.07,21,55,21,21
KUANTUM,Kuantum Papers Limited,Basic Materials,Paper & Paper Products,INE529I01021,None,949.88,206.46,1049.21,696.6,10.61,0.0,138.97,10.2,0.0,0.0,0.0,8.49,11.31,9.86,5.81,18,59,18,18
LAGNAM,Lagnam Spintex Limited,Consumer Cyclical,Textile Manufacturing,INE548Z01017,None,148.99,68.21,585.69,166.37,11.24,0.0,68.41,7.5,0.0,0.0,0.0,2.26,7.76,11.19,5.48,12,30,12,12
LAKPRE,Lakshmi Precision Screws Limited,Industrials,Tools & Accessories,INE651C01018,None,6.08,3.81,258.69,139.57,0.0,0.0,23.59,-50.3,0.0,0.0,0.0,-15.45,8.82,-86.24,-0.03,11,0,16,11
LAL,Lorenzini Apparels Limited,Consumer Cyclical,Apparel Manufacturing,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,31,13,13
LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Diagnostics & Research,INE600L01024,None,26258.18,680.21,2529.29,1466.81,51.27,0.0,260.62,61.37,0.0,24.0,0.75,20.29,23.54,24.06,13.52,15,43,15,15
LAMBODHARA,Lambodhara Textiles Limited,Consumer Cyclical,Textile Manufacturing,INE112F01022,None,139.81,24.02,235.21,52.03,19.59,0.0,114.56,6.82,0.0,0.0,0.0,3.01,5.49,5.98,4.06,17,52,17,17
LANCORHOL,LANCOR HOLDINGS LTD.,Real Estate,Real Estate - Development,INE572G01025,None,161.81,28.99,196.14,63.68,84.62,0.0,26.33,0.26,0.0,0.0,0.0,0.96,13.25,0.0,0.0,6,12,6,6
LANDMARK,Landmark Cars Limited,Consumer Cyclical,Auto & Truck Dealerships,INE559R01029,None,2590.02,249.03,4255.24,716.65,126.6,0.0,132.48,4.74,0.0,0.0,0.0,0.46,2.37,3.15,3.3,7,17,7,7
LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",INE059D01020,None,2673.87,104.49,324.28,247.0,27.22,0.0,74.27,8.85,0.0,0.0,0.0,30.31,29.33,11.53,6.15,20,53,20,20
LASA,Lasa Supergenerics Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE670X01014,None,58.02,10.74,136.77,36.96,0.0,0.0,16.7,-6.62,0.0,0.0,0.0,-24.24,-9.62,-16.36,-0.51,10,35,9,10
LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services,INE0I7C01011,None,8759.89,208.15,914.52,314.71,46.96,0.0,72.65,8.99,0.0,0.0,0.0,20.35,17.3,11.92,6.41,7,20,7,7
LATTEYS,Latteys Industries Limited,Industrials,Specialty Industrial Machinery,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,33,12,12
LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE947Q01028,None,46630.09,1244.59,5928.62,3239.41,91.75,0.0,82.94,9.41,0.0,0.0,0.0,8.58,16.9,8.22,4.41,13,37,13,13
LAXMICOT,Laxmi Cotspin Limited,Consumer Cyclical,Textile Manufacturing,INE801V01019,None,38.05,7.56,174.19,28.4,82.15,0.0,36.62,0.27,0.0,0.0,0.0,3.02,4.24,0.76,-0.18,14,34,14,14
LAXMIDENTL,LAXMIDENTL,Healthcare,Medical Instruments & Supplies,None,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,4,4
LAXMIMACH,Lakshmi Machine Works Limited,Industrials,Specialty Industrial Machinery,INE269B01029,None,18521.73,345.29,4181.93,1712.33,63.45,0.0,2530.79,273.04,0.0,0.0,0.44,6.96,-1.96,14.82,5.29,20,38,20,20
LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,Education & Training Services,INE938A01021,None,56.69,-1.08,0.38,-0.02,0.0,0.0,0.05,-0.17,0.0,0.0,0.0,0.0,-358.02,-137.57,-13.59,18,36,18,17
LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging,INE970X01018,None,13520.8,675.85,1333.83,942.19,61.71,0.0,14.69,2.71,0.0,0.0,0.0,16.13,34.18,14.58,7.66,13,34,13,13
LEXUS,Lexus Granito (India) Limited,Industrials,Building Products & Equipment,INE500X01013,None,57.34,6.49,75.25,66.18,0.0,0.0,2.16,-2.49,0.0,0.0,0.0,-6.69,7.99,-73.55,-0.71,13,31,13,13
LFIC,Lakshmi Finance & Industrial Corporation Limited,Financial Services,Asset Management,INE850E01012,None,62.23,4.26,6.4,6.4,24.4,0.0,196.17,8.5,0.0,0.0,0.0,39.89,91.66,6.21,5.43,23,61,23,19
LGBBROSLTD,LG Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts,INE337A01034,None,4482.84,415.97,2664.04,1433.1,14.67,0.0,597.16,95.66,0.0,0.0,0.0,11.41,10.77,17.02,8.42,21,41,21,21
LGHL,Laxmi Goldorna House Ltd,Consumer Cyclical,Luxury Goods,INE258Y01016,None,1944.36,24.58,100.72,29.31,179.49,0.0,31.15,5.07,0.0,0.0,0.0,11.53,18.05,19.11,9.72,12,24,12,12
LIBAS,Libas Consumer Products Limited,Consumer Cyclical,Apparel Manufacturing,INE908V01012,None,31.93,3.2,91.37,13.53,3.49,0.0,24.41,3.45,0.0,0.0,0.0,-0.72,5.7,3.3,2.42,14,30,14,14
LIBERTSHOE,Liberty Shoes Limited,Consumer Cyclical,Footwear & Accessories,INE557B01019,None,560.02,72.79,692.34,374.53,45.83,0.0,129.0,7.17,0.0,0.0,0.0,1.77,4.7,6.28,4.74,20,51,20,20
LICHSGFIN,LIC Housing Finance Limited,Financial Services,Mortgage Finance,INE115A01026,None,31169.32,0.0,8402.73,8293.48,5.66,0.0,660.93,100.03,0.0,10.0,1.73,65.45,84.74,16.05,1.8,21,37,21,21
LICI,Life Insurance Corporation Of India,Financial Services,Insurance - Life,INE0J1Y01017,None,574120.05,67652.52,903864.54,105886.82,11.77,0.0,201.15,77.09,0.0,0.0,0.0,5.7,5.86,52.88,0.65,7,18,7,7
LIKHITHA,Likhitha Infrastructure Limited,Energy,Oil & Gas Equipment & Services,INE060901027,None,941.04,90.49,517.46,128.92,14.02,0.0,94.56,16.76,0.0,0.0,0.0,12.77,14.4,20.27,14.43,9,25,9,9
LINC,Linc Limited,Industrials,Business Equipment & Supplies,INE802B01027,None,753.73,63.78,550.35,215.61,20.37,0.0,39.53,6.16,0.0,0.0,0.0,6.66,6.87,17.09,9.5,20,56,20,20
LINCOLN,Lincoln Pharmaceuticals Limited,Healthcare,Drug Manufacturers - Specialty & Generic,INE405C01035,None,1060.67,102.91,630.01,339.55,12.29,0.0,335.4,43.09,0.0,0.0,0.0,13.71,13.19,13.02,7.4,20,57,20,20
LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals,INE473A01011,None,52402.89,772.38,2403.23,1336.92,116.26,0.0,447.91,52.85,0.0,0.0,0.0,18.66,24.7,12.48,6.92,22,49,22,22
LLOYDSENGG,Lloyds Engineering Works Limited,Industrials,Specialty Industrial Machinery,INE093R01011,None,8481.97,133.95,927.33,199.12,70.18,0.0,5.56,0.87,0.0,0.25,0.4,12.09,10.75,19.51,10.04,13,46,12,12
LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,Steel,None,None,7734.38,118.04,1488.29,183.96,62.64,0.0,13.09,0.97,0.0,0.0,0.0,3.84,4.4,4.87,2.01,4,4,4,4
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,Basic Materials,Steel,INE281B01032,None,67759.12,2018.97,6687.68,2661.61,48.89,0.0,122.36,26.49,0.0,0.0,0.0,22.94,32.03,31.48,17.52,20,61,20,20
LMW,LMW Limited,Industrials,Specialty Industrial Machinery,INE269B01029,None,15209.72,158.78,3182.96,1211.19,126.36,0.0,2578.45,112.66,0.0,0.0,0.53,3.79,0.9,0.0,0.0,4,3,4,4
LODHA,Macrotech Developers Limited,Real Estate,Real Estate - Development,INE670K01029,None,113008.51,4370.88,14582.7,5949.0,38.18,0.0,202.27,29.66,0.0,4.25,0.37,20.32,26.31,15.7,5.14,12,37,12,12
LOKESHMACH,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery,INE397H01017,None,383.18,29.61,213.84,77.74,0.0,0.0,109.98,-0.06,0.0,0.0,0.0,-0.02,10.07,0.26,2.23,20,55,20,20
LORDSCHLO,LORDS CHLORO ALKALI ORD T (BSE),Basic Materials,Chemicals,INE846D01012,None,482.31,39.08,305.38,82.67,34.51,0.0,71.89,5.52,0.0,0.0,0.0,4.81,16.33,0.0,0.0,19,57,18,19
LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities,INE947I01017,None,256.07,3.46,50.19,12.94,382.09,0.0,28.54,0.32,0.0,0.0,0.0,1.32,4.86,1.24,0.39,19,59,19,19
